CITY;STATE;CAPITAL;IBGE_RES_POP;IBGE_RES_POP_BRAS;IBGE_RES_POP_ESTR;IBGE_DU;IBGE_DU_URBAN;IBGE_DU_RURAL;IBGE_POP;IBGE_1;IBGE_1-4;IBGE_5-9;IBGE_10-14;IBGE_15-59;IBGE_60+;IBGE_PLANTED_AREA;IBGE_CROP_PRODUCTION_$;IDHM Ranking 2010;IDHM;IDHM_Renda;IDHM_Longevidade;IDHM_Educacao;LONG;LAT;ALT;PAY_TV;FIXED_PHONES;AREA;REGIAO_TUR;CATEGORIA_TUR;ESTIMATED_POP;RURAL_URBAN;GVA_AGROPEC;GVA_INDUSTRY;GVA_SERVICES;GVA_PUBLIC; GVA_TOTAL ;TAXES;GDP;POP_GDP;GDP_CAPITA;GVA_MAIN;MUN_EXPENDIT;COMP_TOT;COMP_A;COMP_B;COMP_C;COMP_D;COMP_E;COMP_F;COMP_G;COMP_H;COMP_I;COMP_J;COMP_K;COMP_L;COMP_M;COMP_N;COMP_O;COMP_P;COMP_Q;COMP_R;COMP_S;COMP_T;COMP_U;HOTELS;BEDS;Pr_Agencies;Pu_Agencies;Pr_Bank;Pu_Bank;Pr_Assets;Pu_Assets;Cars;Motorcycles;Wheeled_tractor;UBER;MAC;WAL-MART;POST_OFFICES
Unaí;MG;0;77565;77488;77;24325;19582;4743;59265;826;3346;4562;5206;40056;5269;273100;1090175;891;0.736;0.723;0.847;0.651;-46.8999566;-16.35900849;591.58;4925;6806;8,448.08;Noroeste Das Gerais;C;83808;Urbano;819193.2;405828.05;1244362.91;353648.28;2823032.44;314909.62;3137.94;83448;37603.56;Demais serviços;162630988;2082;41;3;130;3;3;72;1012;112;113;25;20;21;110;147;3;57;62;16;132;0;0;;;2;3;2;3;193251390;15268456423;23308;16386;4;;;;5
União;PI;0;42654;42654;0;10847;5420;5427;19023;291;1302;1734;1959;11558;2179;11084;43106;4713;0.58;0.542;0.781;0.453;-42.86292972;-4.586018159;55.77;911;527;1,173.45;Polo Teresina;D;44396;Rural Adjacente;24318.05;24389.07;92338.91;163445.6;304.49;20047.25;324538.89;43689;7428.39;Administração, defesa, educação e saúde públicas e seguridade social;78951327;412;6;1;17;0;1;21;270;14;14;1;0;0;7;3;2;18;11;3;23;0;0;;;1;3;1;3;10505259;178119988;1884;8126;1;;;;1
União Da Serra;RS;0;1487;1487;0;458;95;363;280;6;14;10;15;172;63;4832;15924;941;0.733;0.786;0.852;0.587;-52.00041666;-28.77989857;383.35;109;93;130.99;;;1192;Rural Adjacente;33436.61;2131.38;7.2;10846.81;53614.97;1695.58;55310.55;1393;39706.06;Agricultura, inclusive apoio à agricultura e a pós colheita;11138925;78;2;1;14;0;0;2;17;10;3;0;0;0;1;2;2;4;1;3;16;0;0;;;;;;;;;585;124;1;;;;2
União Da Vitória;PR;0;52735;52692;43;16397;15583;814;49185;686;2884;3935;4671;31559;5450;6933;25127;785;0.74;0.713;0.837;0.68;-51.09060952;-26.2284345;755.2;1279;9532;720.00;Terra Dos Pinheirais;D;57111;Urbano;40528.78;311366.2;684351.2;246086.12;1282332.29;128919.63;1411251.91;56650;24911.77;Demais serviços;155505527;1846;25;6;213;1;5;56;802;105;93;29;35;24;72;91;7;82;93;26;81;0;0;1;45;3;2;3;2;232233323;2856598291;20086;6557;4;;;;3
União De Minas;MG;0;4418;4418;0;1542;943;599;2651;40;170;195;200;1758;288;14686;92326;2630;0.672;0.684;0.829;0.534;-50.33080294;-19.52973664;505.31;82;560;1,147.41;;;4325;Rural Adjacente;73107.55;7.79;26338.8;20544.43;127785.01;4482.16;132267.17;4463;29636.38;Agricultura, inclusive apoio à agricultura e a pós colheita;14460053;48;0;0;2;0;1;2;26;4;0;0;1;0;1;0;2;1;1;0;7;0;0;;;;;;;;;795;498;0;;;;1
União Do Oeste;SC;0;2910;2910;0;882;365;517;1107;14;60;61;85;691;196;2308;7745;1756;0.705;0.703;0.823;0.606;-52.85149646;-26.76173701;454.13;35;192;92.86;Vale Das Águas;E;2517;Rural Adjacente;21632.42;2.88;15647.28;14845.69;55005.11;2.06;57062.36;2650;21532.97;Pecuária, inclusive apoio à pecuária;;73;0;0;7;0;0;1;27;13;2;1;0;0;3;1;5;3;1;1;8;0;0;;;0;1;0;1;0;65540757;1129;625;2;;;;1
União Do Sul;MT;0;3760;3756;4;1149;718;431;2328;37;146;234;274;1528;109;78046;211867;2785;0.665;0.665;0.797;0.556;-54.37484441;-11.53551075;325.67;222;191;4,581.91;;;3562;Rural Remoto;63914.27;7559.51;20829.91;23409.28;115712.97;7495.97;123208.94;3509;35112.27;Agricultura, inclusive apoio à agricultura e a pós colheita;;86;2;0;22;0;1;0;36;8;3;0;0;0;4;2;2;2;1;1;2;0;0;;;;;;;;;305;945;0;;;;1
União Dos Palmares;AL;0;62358;62352;6;16400;12739;3661;45873;768;3226;4413;5067;27930;4469;14282;103857;4326;0.593;0.59;0.764;0.462;-36.03314284;-9.159524117;154.27;778;972;420.72;Quilombos;D;65461;Urbano;222326.93;45.39;243049.32;242812.36;753578.07;40850.64;794428.71;66255;11990.47;Administração, defesa, educação e saúde públicas e seguridade social;123815146;747;4;1;15;0;2;19;435;73;34;9;0;2;13;41;2;38;21;0;38;0;0;;;1;3;1;3;30317626;583310988;4780;8936;0;;;;2
União Paulista;SP;0;1599;1599;0;509;397;112;1224;17;77;79;96;774;181;4870;32078;562;0.75;0.697;0.863;0.699;-49.89739358;-20.887769;472.2;124;172;79.06;;;1823;Rural Adjacente;17900.06;3161.13;11264.78;11923.65;44249.63;0.74;44988.41;1773;25374.17;Agricultura, inclusive apoio à agricultura e a pós colheita;;55;11;0;2;0;1;3;19;6;0;0;0;0;3;2;3;1;0;0;4;0;0;;;1;0;1;0;78101046;0;659;213;0;;;;1
Uniflor;PR;0;2466;2461;5;772;625;147;1981;20;108;132;177;1276;268;7983;29521;1315;0.72;0.69;0.826;0.655;-52.16001082;-23.08604866;527.44;26;129;94.82;;;2595;Rural Adjacente;24.01;2598.53;14269.72;15.37;56253.75;2582.68;58.84;2604;22594.64;Agricultura, inclusive apoio à agricultura e a pós colheita;11216695;64;3;0;11;0;0;1;25;3;4;0;0;0;1;1;6;2;1;2;4;0;0;;;;;;;;;829;323;0;;;;1
Unistalda;RS;0;2450;2450;0;832;312;520;913;11;37;58;92;577;138;9832;25729;3155;0.649;0.626;0.804;0.542;-55.15078052;-29.04748503;357.85;82;31;602.39;;;2354;Rural Adjacente;33376.57;1788.34;9548.57;14520.36;59233.85;1480.15;60714;2474;24540.82;Agricultura, inclusive apoio à agricultura e a pós colheita;11781275;32;0;0;1;0;0;1;18;3;2;0;0;0;0;1;2;0;0;0;4;0;0;;;;;;;;;635;243;3;;;;1
Upanema;RN;0;12992;12992;0;3714;1884;1830;6283;104;388;514;540;4003;734;3460;7886;4242;0.596;0.542;0.758;0.516;-37.26014694;-5.641797659;50.35;166;84;873.14;;;14516;Rural Adjacente;8819.06;13877.98;26.21;63895;112798.08;5744.71;118.54;14448;8204.79;Administração, defesa, educação e saúde públicas e seguridade social;28296531;82;5;0;3;0;1;8;35;1;4;1;0;0;0;5;2;1;0;0;16;0;0;;;;;;;;;946;2199;0;;;;1
Uraí;PR;0;11472;11437;35;3771;3106;665;9317;95;430;596;752;5869;1575;25466;98081;1266;0.721;0.698;0.821;0.655;-50.79736518;-23.2001591;425.97;175;1052;237.81;Norte Do Paraná;D;11356;Rural Adjacente;58.75;25243.59;97581.81;45534.14;227109.88;15096.33;242206.21;11678;20740.38;Demais serviços;;260;2;0;16;0;1;6;134;14;8;3;4;6;13;8;1;16;12;5;11;0;0;;;2;1;2;1;58499661;84309255;3705;1586;2;;;;2
Urandi;BA;0;16466;16466;0;4486;1737;2749;5924;92;352;488;559;3778;655;2408;4066;4212;0.598;0.595;0.766;0.469;-42.65899881;-14.76324218;665.87;19;178;902.40;;;16651;Rural Adjacente;19.58;36052.79;45131.73;49306.6;150066.57;13038.38;163104.95;17329;9412.25;Administração, defesa, educação e saúde públicas e seguridade social;33047178;268;2;2;15;0;1;6;130;8;4;3;1;0;6;10;4;18;15;1;42;0;0;;;1;1;1;1;13886966;60746195;1527;2565;0;;;;1
Urânia;SP;0;8836;8823;13;3028;2570;458;7413;91;314;471;490;4799;1248;4986;62785;636;0.746;0.727;0.804;0.709;-50.64180015;-20.2462641;448.39;323;812;209.26;;;9108;Intermediário Adjacente;56604.56;20726.01;65687.57;31326.41;174344.54;7.63;181975.76;9141;19907.64;Demais serviços;20720111;317;76;0;8;0;0;4;122;23;17;5;1;3;11;11;3;5;15;2;11;0;0;;;1;1;1;1;102140046;71634770;3632;1403;1;;;;1
Urbano Santos;MA;0;24573;24573;0;5242;3706;1536;17339;356;1653;1984;2339;9766;1241;4884;10934;4461;0.588;0.506;0.77;0.522;-43.40424847;-3.2084095;42.09;1473;79;1,705.91;;;32775;Intermediário Adjacente;11450.31;17042.96;54153.94;86074.33;168.72;7588.41;176309.95;32629;5403.47;Administração, defesa, educação e saúde públicas e seguridade social;60929222;196;7;0;1;0;0;3;112;2;4;0;0;0;4;2;1;47;3;0;10;0;0;;;1;0;1;0;39098264;0;421;2302;0;;;;1
Uru;SP;0;1251;1251;0;438;377;61;1081;17;41;68;81;701;173;5859;64425;1571;0.71;0.678;0.832;0.639;-49.2832016;-21.78631365;453.97;140;150;146.90;Coração Do Tietê;E;1177;Rural Adjacente;25;2236.42;9549.04;9943.87;46729.83;0.79;47516.79;1218;39012.15;Agricultura, inclusive apoio à agricultura e a pós colheita;11096417;125;94;0;1;0;0;1;15;1;4;0;0;0;1;1;2;1;0;0;4;0;0;;;;;;;;;500;105;0;;;;1
Uruaçu;GO;0;36929;36929;0;11769;10637;1132;32456;453;1883;2547;2942;21089;3542;30757;100323;862;0.737;0.74;0.86;0.628;-49.14748562;-14.52021976;515.39;802;3727;2,141.82;Região Turística Vale Da Serra Da Mesa;C;40217;Urbano;64058.91;82597.01;392.82;140782.37;680263.22;66715.94;746979.16;39787;18774.45;Demais serviços;76295221;969;12;5;96;0;1;33;506;36;48;10;6;15;35;38;3;47;40;8;30;0;0;2;130;2;2;2;2;138617950;858202793;10468;10702;7;;;;1
Uruana;GO;0;13826;13821;5;4753;3849;904;11185;135;577;744;953;7363;1413;11576;153589;1832;0.703;0.665;0.824;0.634;-49.67948071;-15.50116523;576.54;105;600;522.51;;;13868;Rural Adjacente;54558.64;10425.41;75.75;50899.74;191.63;11952.12;203583.05;14193;14343.91;Demais serviços;;222;6;0;22;0;0;6;128;7;6;2;0;1;6;8;2;5;6;2;15;0;0;;;2;2;2;2;30383023;172322144;3617;3159;0;;;;1
Uruana De Minas;MG;0;3235;3235;0;1056;608;448;1809;23;100;151;202;1118;215;6590;16024;2810;0.664;0.612;0.793;0.602;-46.25622887;-16.0600252;553.09;131;62;598.22;Noroeste Das Gerais;E;3267;Rural Adjacente;20777.61;2115.34;14341.34;17182.36;54416.64;1867.65;56284.3;3337;16866.74;Administração, defesa, educação e saúde públicas e seguridade social;;28;0;0;1;0;0;0;15;0;0;0;0;0;0;2;2;1;0;0;7;0;0;;;;;;;;;379;290;0;;;;2
Uruará;PA;0;44789;44789;0;11214;6490;4724;24541;521;2112;2604;2737;15183;1384;17525;120114;4434;0.589;0.609;0.798;0.42;-53.73703105;-3.7065285;162.22;2133;233;10,791.41;Xingu;D;45517;Intermediário Remoto;162620.27;32070.87;137601.8;144197.76;476.49;26984.12;503474.82;44370;11347.19;Administração, defesa, educação e saúde públicas e seguridade social;;284;4;0;37;0;1;8;165;5;9;3;0;1;6;5;6;12;7;2;13;0;0;;;1;3;1;3;24563779;215779874;1148;8034;0;;;;1
Urubici;SC;0;10699;10695;4;3229;2214;1015;7053;93;412;541;649;4472;886;1720;41485;2095;0.69;0.722;0.823;0.562;-49.58820561;-28.00455491;906.92;688;1238;1,020.25;Serra Catarinense;C;11195;Rural Adjacente;96628.16;13971.57;91297.15;45885.36;247782.23;11.31;259097.13;11147;23243.66;Agricultura, inclusive apoio à agricultura e a pós colheita;21033321;403;7;0;32;0;0;14;148;26;78;2;2;5;19;10;2;12;10;2;34;0;0;31;583;1;1;1;1;41751408;124954951;3691;1598;4;;;;3
Uruburetama;CE;0;19765;19765;0;5225;3986;1239;14625;256;948;1314;1617;9055;1435;5705;45280;3327;0.639;0.564;0.76;0.608;-39.50817807;-3.623016834;122.16;804;265;97.07;;;21725;Intermediário Adjacente;46259.52;165584.08;73445.9;72.49;357781.77;24675.25;382457.02;21411;17862.64;Indústrias de transformação;38931063;185;1;0;10;0;1;2;130;2;9;1;0;0;3;2;5;4;5;2;8;0;0;;;0;1;0;1;0;48811752;769;3723;0;;;;1
Urucânia;MG;0;10291;10291;0;2878;2244;634;7928;94;471;657;778;4988;940;3292;13313;3440;0.633;0.628;0.811;0.498;-42.74122845;-20.35087042;440.61;778;402;138.79;Montanhas E Fé;D;10371;Rural Adjacente;27350.13;35.67;48069.39;40384.33;151478.67;14.57;166047.13;10587;15684.06;Demais serviços;20237314;138;1;0;14;0;0;4;71;7;3;1;6;0;10;3;2;2;3;1;10;0;0;;;1;0;1;0;33465817;0;1933;1013;0;;;;2
Urucará;AM;0;17094;17077;17;3416;2053;1363;9849;231;873;1248;1198;5520;779;1205;19401;3711;0.62;0.551;0.754;0.575;-57.75982817;-2.536611672;17.71;660;56;27,901.96;;;16383;Rural Remoto;192125.15;5.95;25630.53;69.25;292954.53;3.61;296566.66;17065;17378.65;Produção florestal, pesca e aquicultura;;133;1;0;0;0;1;4;99;3;7;0;0;0;1;1;2;7;0;1;6;0;0;;;1;0;1;0;19038245;0;30;630;0;;;;1
Uruçuca;BA;0;19837;19827;10;6046;4837;1209;15713;194;971;1413;1517;9691;1927;21008;36208;3795;0.616;0.607;0.758;0.507;-39.28380188;-14.59203545;91.71;612;472;510.10;Costa Do Cacau;D;20630;Intermediário Adjacente;38657.58;15144.61;65.27;70071.79;189.15;10033.93;199180.86;21778;9145.97;Administração, defesa, educação e saúde públicas e seguridade social;;239;5;0;13;0;0;4;140;6;21;1;0;3;1;12;2;8;4;1;18;0;0;3;134;1;1;1;1;32340473;18776435;1461;1516;0;;;;1
Uruçuí;PI;0;20149;20149;0;5253;4037;1216;15479;277;1125;1374;1560;9743;1400;206647;707107;3482;0.631;0.614;0.794;0.516;-44.56025592;-7.229503345;175.44;904;853;8,411.90;;;21457;Intermediário Remoto;94800.13;218.67;229994.07;97724.45;641190.48;134997.71;776188.19;21105;36777.46;Indústrias de transformação;;603;15;1;30;0;4;23;364;42;31;7;0;5;17;16;2;6;15;5;20;0;0;;;1;3;1;3;31343769;644411785;1267;6947;0;;;;1
Urucuia;MG;0;13604;13604;0;3062;1511;1551;6152;101;435;698;755;3627;536;6582;43605;3729;0.619;0.559;0.781;0.543;-45.73702818;-16.13209102;484.58;28;66;2,076.94;Urucuia Grande Sertão;D;16547;Rural Adjacente;31458.9;5533.51;26416.03;56.62;120.03;4.9;124.93;15833;7890.27;Administração, defesa, educação e saúde públicas e seguridade social;;70;0;0;2;0;0;3;41;2;2;0;0;0;0;4;3;2;5;0;6;0;0;1;7;;;;;;;870;1132;0;;;;1
Urucurituba;AM;0;17837;17832;5;3310;1926;1384;10369;250;974;1262;1374;5818;691;57;853;4464;0.588;0.538;0.776;0.487;-58.15964104;-3.134633116;23.07;1520;21;2,886.49;;;22537;Rural Remoto;21706.24;3916.31;20792.43;73583.64;119998.62;1982.89;121981.5;21650;5634.25;Administração, defesa, educação e saúde públicas e seguridade social;23504240;49;0;0;0;0;0;3;35;0;2;0;0;0;1;0;2;2;0;0;4;0;0;;;;;;;;;23;510;0;;;;3
Uruguaiana;RS;0;125435;124921;514;37489;35020;2469;116856;1759;7197;10263;11346;73486;12805;82746;602101;669;0.74;0.722;0.863;0.661;-57.08182491;-29.75982317;78.23;13276;20404;5,702.10;Fronteira;C;127079;Urbano;407435.37;203384.61;1316879.89;529332.23;2457032.09;205208.84;2662240.94;129720;20522.98;Demais serviços;203041336;2887;67;8;143;1;5;101;1330;381;132;42;18;22;109;208;6;80;53;39;142;0;0;2;196;4;3;3;3;1111888332;2171664800;35972;15648;32;1;;1;5
Uruoca;CE;0;12883;12883;0;3552;2253;1299;7651;112;515;639;843;4589;953;8204;4157;4930;0.57;0.503;0.745;0.485;-40.56116303;-3.31323066;91.46;210;132;696.75;;;13763;Rural Adjacente;26935.41;18369.36;28319.97;44788.61;118413.35;4542.28;122955.62;13600;9040.85;Administração, defesa, educação e saúde públicas e seguridade social;26484248;133;3;1;6;0;0;3;72;1;4;2;0;0;1;1;10;12;2;1;14;0;0;;;;;;;;;577;2338;0;;;;3
Urupá;RO;0;12974;12954;20;3934;1646;2288;5102;78;351;478;526;3217;452;2032;9770;3947;0.609;0.621;0.772;0.471;-62.37063245;-11.12854528;197.17;103;287;831.86;;;11665;Rural Adjacente;75451.63;7940.31;35.96;69801.27;189156.97;7.4;196560.32;13198;14893.19;Administração, defesa, educação e saúde públicas e seguridade social;25263642;122;1;1;6;0;1;6;79;4;3;2;0;0;4;1;2;2;3;1;6;0;0;;;0;1;0;1;0;139604100;1202;5191;0;;;;1
Urupema;SC;0;2482;2482;0;793;386;407;1232;9;45;112;98;801;167;855;36185;1966;0.7;0.667;0.823;0.622;-49.87321124;-27.95268581;1345.42;135;371;350.47;Serra Catarinense;D;2472;Rural Adjacente;33561.08;3085.74;13.91;13453.63;64009.77;2063.45;66073.22;2492;26514.13;Agricultura, inclusive apoio à agricultura e a pós colheita;10258485;64;2;0;1;0;0;2;19;1;7;1;1;0;1;2;2;3;1;1;20;0;0;;;;;;;;;795;171;3;;;;1
Urupês;SP;0;12714;12705;9;4243;3798;445;11280;110;463;656;751;7343;1957;18753;162532;658;0.745;0.741;0.817;0.683;-49.29072985;-21.20041881;439.38;782;2155;323.92;Águas, Cultura E Negócios;E;13727;Urbano;98454.45;25.04;146461.82;52441.76;322396.83;15981.48;338378.3;13580;24917.4;Demais serviços;34782623;1265;734;0;99;0;0;7;237;62;33;6;4;6;9;9;2;10;17;6;24;0;0;;;2;2;2;2;139452771;357288682;5550;1876;1;;;;2
Urussanga;SC;0;20223;20201;22;6451;3750;2701;10494;95;451;562;731;7285;1370;1760;23870;218;0.772;0.756;0.876;0.695;-49.31910792;-28.5199662;47.45;847;3822;254.95;Encantos Do Sul Sc;D;21190;Urbano;34811.76;289247.4;231158.52;97356.09;652573.76;83676.75;736.25;21090;34909.93;Indústrias de transformação;59516163;747;5;3;169;2;6;37;238;53;39;6;9;6;20;40;3;23;19;13;56;0;0;;;1;2;1;2;129885200;2676325411;9343;5183;6;;;;3
Urutaí;GO;0;3074;3074;0;1030;741;289;2159;17;86;147;157;1414;338;4710;14013;992;0.732;0.7;0.841;0.666;-48.20465313;-17.45975342;813.84;102;370;626.72;Região Turística Da Estrada De Ferro;D;3078;Rural Adjacente;47162.34;3054.72;13771.36;15988.9;79977.32;3.91;83.89;3154;26598.5;Pecuária, inclusive apoio à pecuária;15212659;53;8;2;3;0;1;0;23;2;1;0;0;1;4;2;3;2;1;0;0;0;0;;;;;;;;;733;429;0;;;;1
Utinga;BA;0;18173;18173;0;5089;3644;1445;12773;200;904;1283;1547;7568;1271;1760;16886;4396;0.59;0.597;0.706;0.487;-41.09582885;-12.08331766;530.06;193;241;633.76;;;19098;Intermediário Adjacente;20605.31;8.07;50702.44;63813.01;143190.77;7.44;150626.61;19688;7650.68;Administração, defesa, educação e saúde públicas e seguridade social;42575584;180;0;0;7;0;1;5;120;1;4;4;0;0;3;5;2;5;7;3;13;0;0;;;0;1;0;1;0;43884992;1155;1272;0;;;;1
Vacaria;RS;0;61342;61315;27;19825;18524;1301;56929;761;3222;4463;4891;36194;7398;88239;740203;1284;0.721;0.74;0.838;0.605;-50.93659916;-28.5023544;965.28;2820;9486;2,124.42;Campos De Cima Da Serra;C;65846;Urbano;455198.81;182109.33;1022833.47;289494.13;1949635.73;194488.61;2144124.35;65135;32918.16;Demais serviços;149161481;1992;49;4;173;0;2;64;900;191;151;22;25;23;81;93;3;29;47;35;100;0;0;2;227;4;4;3;3;740179282;2224244395;25789;4356;35;;;;2
Vale De São Domingos;MT;0;3052;3052;0;962;241;721;710;10;44;56;63;476;61;3422;3996;2987;0.66;0.658;0.765;0.56;-59.06457116;-15.29589784;273;49;64;1,887.67;;;3128;Rural Remoto;20617.52;4536.29;10831.47;20863.78;56849.06;3.58;60.43;3047;19832.61;Administração, defesa, educação e saúde públicas e seguridade social;10817961;54;0;0;2;0;0;3;30;3;5;0;0;0;2;1;3;3;0;0;2;0;0;;;;;;;;;278;524;0;;;;1
Vale Do Anari;RO;0;9384;9379;5;2810;1009;1801;3192;47;247;316;342;2014;226;1837;13427;4557;0.584;0.626;0.756;0.421;-62.17682344;-9.851392708;157.67;80;152;3,135.11;;;11028;Rural Remoto;43538.55;5.76;18407.49;60890.54;128591.99;4507.56;133099.55;10999;12101.06;Administração, defesa, educação e saúde públicas e seguridade social;23697191;85;2;0;5;0;0;0;51;4;1;0;0;0;1;1;3;2;5;0;10;0;0;;;;;;;;;692;2073;0;;;;1
Vale Do Paraíso;RO;0;8210;8205;5;2441;716;1725;2274;30;146;214;259;1448;177;1021;7056;3547;0.627;0.641;0.792;0.485;-62.13439036;-10.43105268;153.99;48;193;965.68;;;6998;Rural Adjacente;60234.1;3455.45;15379.08;46856.21;125924.84;4531.05;130455.89;8138;16030.46;Pecuária, inclusive apoio à pecuária;18690044;53;0;0;1;0;0;1;32;2;1;0;0;0;0;2;3;5;3;0;3;0;0;;;;;;;;;737;2379;0;;;;1
Vale Do Sol;RS;0;11077;11077;0;3535;442;3093;1249;13;45;69;82;829;211;12941;144374;3626;0.624;0.681;0.813;0.439;-52.6813545;-29.60882799;62.47;172;360;328.27;Vale Do Rio Pardo;D;11732;Rural Adjacente;95231.32;12723.93;59948.91;48561.71;216465.86;11.05;227516.45;11689;19464.15;Agricultura, inclusive apoio à agricultura e a pós colheita;24001842;253;0;0;31;0;0;7;121;21;14;2;1;0;1;3;2;13;4;4;29;0;0;;;0;2;0;2;0;76171381;3291;1369;4;;;;1
Vale Real;RS;0;5118;5110;8;1664;1484;180;3848;56;185;252;258;2706;391;679;10761;873;0.737;0.739;0.85;0.636;-51.25119656;-29.39228062;128.79;911;631;45.09;Vale Do Caí;E;5842;Urbano;24400.12;30778.01;38260.98;26.04;119481.05;10312.92;129.79;5594;23202.35;Demais serviços;16463318;221;0;0;60;0;1;9;55;20;13;0;2;2;8;1;2;7;4;7;30;0;0;;;0;1;0;1;0;12935963;2270;528;5;;;;2
Vale Verde;RS;0;3253;3250;3;1164;331;833;882;10;49;51;53;544;175;8830;43175;3193;0.65;0.666;0.816;0.497;-52.1797223;-29.78257494;72.36;75;115;329.73;Vale Do Rio Pardo;E;3479;Rural Adjacente;42.6;3.45;13172.92;18929.73;78159.33;2157.17;80316.49;3448;23293.65;Agricultura, inclusive apoio à agricultura e a pós colheita;12749019;115;3;1;11;0;0;3;56;4;7;1;0;0;2;2;2;1;0;0;22;0;0;;;0;1;0;1;0;14791042;925;472;11;;;;1
Valença;RJ;0;71843;71730;113;23170;20158;3012;62759;689;2996;4238;5148;40072;9616;102;1967;833;0.738;0.713;0.848;0.666;-43.70484368;-22.24471943;550.86;6445;14510;1,300.77;Vale Do Café;B;76163;Urbano;40769.83;526964.75;763.69;486.27;1817700.02;199073.5;2016.77;73997;27254.8;Demais serviços;150897334;1264;10;8;116;0;3;26;576;22;154;19;11;10;29;53;4;82;48;21;72;0;0;;;4;2;3;2;504939549;560222152;16411;4883;1;1;;;7
Valença;BA;0;88673;88608;65;26421;19734;6687;64087;882;3661;5504;6161;42063;5816;16395;71059;3649;0.623;0.619;0.778;0.502;-39.07235025;-13.37034151;12.23;3617;3456;1,124.32;Costa Do Dendê;B;95858;Urbano;123655.49;166202.1;669.73;295302.79;1254893.69;144774.29;1399667.98;98053;14274.61;Demais serviços;155592019;1595;14;2;124;1;3;45;646;54;137;21;16;12;57;101;5;113;58;19;167;0;0;17;1014;2;3;2;3;230384148;688324760;8745;12634;0;;;;5
Valença Do Piauí;PI;0;20326;20326;0;6153;4825;1328;15796;206;904;1221;1374;9840;2251;3207;6380;3177;0.647;0.62;0.773;0.566;-41.74053599;-6.398196023;306.34;576;980;1,333.72;Polo Histórico Cultural;D;20906;Urbano;16348.54;11.55;84.7;77478.02;190074.59;16772.09;206846.68;20579;10051.35;Administração, defesa, educação e saúde públicas e seguridade social;36926856;378;3;0;25;0;4;9;218;9;12;3;4;1;12;8;2;15;16;3;34;0;0;;;1;3;1;3;23002288;472319310;1966;5236;0;;;;1
Valente;BA;0;24560;24560;0;7530;4265;3265;13478;181;843;1052;1197;8847;1358;4600;14063;3371;0.637;0.623;0.729;0.568;-39.46424607;-11.41248954;350.69;35;406;394.88;;;28130;Intermediário Adjacente;13698.83;20646.86;80747.84;84757.66;199851.19;12013.08;211864.27;28426;7453.19;Administração, defesa, educação e saúde públicas e seguridade social;;483;0;0;51;0;0;12;265;6;21;11;2;0;21;15;2;18;16;6;37;0;0;;;1;1;1;1;27267155;69769242;3190;2052;0;;;;1
Valentim Gentil;SP;0;11036;11024;12;3558;3243;315;10028;130;478;663;756;6782;1219;4517;28379;897;0.735;0.708;0.81;0.692;-50.08586828;-20.42337029;508.17;797;1191;149.74;Grandes Lagos;D;13115;Intermediário Adjacente;20016.73;139166.72;108414.63;46773.86;314371.93;24.87;339245.87;12610;26902.92;Indústrias de transformação;30612633;590;165;0;102;0;0;8;187;19;32;7;3;1;12;14;5;5;10;4;16;0;0;;;2;1;2;1;101223555;160720922;4689;2399;0;;;;1
Valinhos;SP;0;106793;106276;517;33635;32117;1518;92139;1023;4177;5400;6447;63915;11177;999;73959;12;0.82;0.848;0.85;0.763;-46.99663003;-22.971244;690.12;26181;44494;148.54;Circuito Das Frutas;C;127123;Urbano;39166.35;1113895.16;2578371.36;506423.25;4237856.11;857778.94;5095.64;122163;41711.77;Demais serviços;;5646;28;6;627;0;11;292;1939;247;394;176;94;147;410;621;5;187;118;89;255;0;0;;;11;4;4;2;2429930252;1983494925;64536;14084;5;;2;;2
Valparaíso;SP;0;22576;22576;0;6175;5841;334;19219;311;1129;1329;1555;12635;2260;51020;296940;1158;0.725;0.719;0.825;0.643;-50.86930812;-21.22557528;451.79;1638;2330;857.66;;;26130;Urbano;127.07;574755.37;286142.75;92751.05;1080722.9;68286.4;1149.01;25316;45386.68;Indústrias de transformação;;514;41;0;20;1;1;34;196;72;41;7;2;3;12;25;3;15;14;2;25;0;0;;;2;1;2;1;1086435685;120402637;7218;2098;1;;;;1
Valparaíso De Goiás;GO;0;132982;132857;125;39440;39440;;129290;2232;9321;11738;12659;87096;6244;0;0;632;0.746;0.733;0.815;0.695;-47.98411135;-16.06957526;1105.85;7745;24708;60.95;Região Turística Do Ouro E Cristais;C;164723;Urbano;0.43;287258.37;1245114.13;551217.67;2084016.3;215292.65;2299308.95;156419;14699.68;Demais serviços;265483563;2218;1;0;149;0;8;193;976;39;139;25;23;56;61;208;3;141;67;31;98;0;0;;;3;4;2;3;134967746;4759308958;20316;6397;3;;1;;2
Vanini;RS;0;1984;1984;0;637;343;294;998;15;32;60;60;691;140;2335;11642;426;0.757;0.736;0.836;0.704;-51.8446582;-28.47622251;729.09;33;189;64.99;;;2104;Rural Adjacente;24454.51;2254.33;13556.49;13737.33;54002.66;1609.83;55612.5;2094;26558.02;Pecuária, inclusive apoio à pecuária;12200421;101;1;1;28;0;0;2;43;12;4;0;0;0;2;1;2;0;4;0;1;0;0;;;0;1;0;1;0;42219745;862;215;0;;;;1
